source,target,Type,Weight
Dorothea Lange,Marion Post Wolcott,Undirected,6
Helen Levitt,Marion Post Wolcott,Undirected,2
Lisette Model,Marion Post Wolcott,Undirected,2
Helen Margaret Post,Marion Post Wolcott,Undirected,1
Tina Modotti,Marion Post Wolcott,Undirected,2
Diane Arbus,Marion Post Wolcott,Undirected,2
Frances Benjamin Johnston,Marion Post Wolcott,Undirected,2
Emmy Andriesse,Marion Post Wolcott,Undirected,1
Sabine Weiss,Marion Post Wolcott,Undirected,1
Joan Mitchell,Marion Post Wolcott,Undirected,1
Mrs. Theodore (Edith Kermit Carow) Roosevelt,Marion Post Wolcott,Undirected,1
Rosalind Fox Solomon,Marion Post Wolcott,Undirected,2
Jan Groover,Marion Post Wolcott,Undirected,2
Colleen Frances Kenyon,Marion Post Wolcott,Undirected,2
Carol Block Taback,Marion Post Wolcott,Undirected,2
Doris Rosenthal,Thelma Johnson Streat,Undirected,1
Marie Laurencin,Alice Boughton,Undirected,1
Concetta Scaravaglione,Alice Boughton,Undirected,1
Berenice Abbott,Alice Boughton,Undirected,1
Gertrude Vanderbilt Whitney,Alice Boughton,Undirected,1
Kathe Kollwitz,Alice Boughton,Undirected,1
Florine Stettheimer,Alice Boughton,Undirected,1
Marguerite Zorach,Alice Boughton,Undirected,1
Eugenie Gershoy,Alice Boughton,Undirected,1
Loren MacIver,Alice Boughton,Undirected,1
Gertrude Kaseebier,Alice Boughton,Undirected,1
Minna R. Harkavy,Alice Boughton,Undirected,1
Lily Cushing,Alice Boughton,Undirected,1
Frida Kahlo,Alice Boughton,Undirected,1
Leonora Carrington,Alice Boughton,Undirected,1
Lotte Jacobi,Alice Boughton,Undirected,1
Chana Orloff,Alice Boughton,Undirected,1
Elsa Schmid,Alice Boughton,Undirected,1
Anne W. Brigman,Alice Boughton,Undirected,1
Eva Watson-Schutze,Alice Boughton,Undirected,1
Marie Laurencin,Leonora Carrington,Undirected,1
Concetta Scaravaglione,Leonora Carrington,Undirected,1
Berenice Abbott,Leonora Carrington,Undirected,1
Gertrude Vanderbilt Whitney,Leonora Carrington,Undirected,1
Kathe Kollwitz,Leonora Carrington,Undirected,1
Florine Stettheimer,Leonora Carrington,Undirected,1
Marguerite Zorach,Leonora Carrington,Undirected,1
Eugenie Gershoy,Leonora Carrington,Undirected,1
Loren MacIver,Leonora Carrington,Undirected,1
Minna R. Harkavy,Leonora Carrington,Undirected,1
Lily Cushing,Leonora Carrington,Undirected,1
Frida Kahlo,Leonora Carrington,Undirected,1
Alice Boughton,Leonora Carrington,Undirected,1
Lotte Jacobi,Leonora Carrington,Undirected,1
Chana Orloff,Leonora Carrington,Undirected,1
Elsa Schmid,Leonora Carrington,Undirected,1
Louise Bourgeois,Leonora Carrington,Undirected,1
Dorothea Tanning,Leonora Carrington,Undirected,1
Dalla Husband,Leonora Carrington,Undirected,1
Marie Laurencin,Lotte Jacobi,Undirected,1
Concetta Scaravaglione,Lotte Jacobi,Undirected,1
Berenice Abbott,Lotte Jacobi,Undirected,7
Gertrude Vanderbilt Whitney,Lotte Jacobi,Undirected,1
Kathe Kollwitz,Lotte Jacobi,Undirected,1
Florine Stettheimer,Lotte Jacobi,Undirected,1
Marguerite Zorach,Lotte Jacobi,Undirected,1
Eugenie Gershoy,Lotte Jacobi,Undirected,1
Loren MacIver,Lotte Jacobi,Undirected,1
Margaret Bourke-White,Lotte Jacobi,Undirected,4
Julia Margaret Cameron,Lotte Jacobi,Undirected,5
Imogen Cunningham,Lotte Jacobi,Undirected,4
Louise Dahl-Wolfe,Lotte Jacobi,Undirected,1
Gertrude Kaseebier,Lotte Jacobi,Undirected,3
Rogi Andre (Rozsa Klein),Lotte Jacobi,Undirected,1
Ylla,Lotte Jacobi,Undirected,2
Minna R. Harkavy,Lotte Jacobi,Undirected,1
Dorothea Lange,Lotte Jacobi,Undirected,5
Lily Cushing,Lotte Jacobi,Undirected,1
Frida Kahlo,Lotte Jacobi,Undirected,1
Ruth Bernhard,Lotte Jacobi,Undirected,1
Helen Levitt,Lotte Jacobi,Undirected,7
Lisette Model,Lotte Jacobi,Undirected,6
Dorothy Norman,Lotte Jacobi,Undirected,1
Marjory Collins,Lotte Jacobi,Undirected,1
Alice Boughton,Lotte Jacobi,Undirected,1
Leonora Carrington,Lotte Jacobi,Undirected,1
Chana Orloff,Lotte Jacobi,Undirected,1
Elsa Schmid,Lotte Jacobi,Undirected,1
Barbara Morgan,Lotte Jacobi,Undirected,6
Maya Deren,Lotte Jacobi,Undirected,1
Consuelo Kanaga,Lotte Jacobi,Undirected,5
Marion Palfi,Lotte Jacobi,Undirected,5
Tina Modotti,Lotte Jacobi,Undirected,3
Lisa Larsen,Lotte Jacobi,Undirected,2
Ruth Orkin,Lotte Jacobi,Undirected,2
Florence Homolka,Lotte Jacobi,Undirected,2
Musya Sheeler,Lotte Jacobi,Undirected,1
Diane Arbus,Lotte Jacobi,Undirected,1
Susan Weil,Lotte Jacobi,Undirected,1
Mary Ann Dorr,Lotte Jacobi,Undirected,2
Emmy Andriesse,Lotte Jacobi,Undirected,1
Caroline Hebbe-Hammarskiold,Lotte Jacobi,Undirected,1
Sabine Weiss,Lotte Jacobi,Undirected,1
Nell Dorr,Lotte Jacobi,Undirected,3
Carmel E. Vitullo,Lotte Jacobi,Undirected,1
Hajime Daito,Lotte Jacobi,Undirected,1
Hajime Ohigashi,Lotte Jacobi,Undirected,1
Ann Zane Shanks,Lotte Jacobi,Undirected,1
Naomi Siegler,Lotte Jacobi,Undirected,1
Elizabeth Statler,Lotte Jacobi,Undirected,1
Claudia Andujar,Lotte Jacobi,Undirected,2
Ann Parker,Lotte Jacobi,Undirected,1
Inge Morath,Lotte Jacobi,Undirected,1
Ruth Velissaratos,Lotte Jacobi,Undirected,1
Marisol (Marisol Escobar),Lotte Jacobi,Undirected,1
Anna Sander,Lotte Jacobi,Undirected,1
Mary Bauermeister,Lotte Jacobi,Undirected,1
Bea Nettles,Lotte Jacobi,Undirected,1
Marie Laurencin,Chana Orloff,Undirected,1
Concetta Scaravaglione,Chana Orloff,Undirected,1
Berenice Abbott,Chana Orloff,Undirected,1
Gertrude Vanderbilt Whitney,Chana Orloff,Undirected,1
Kathe Kollwitz,Chana Orloff,Undirected,1
Florine Stettheimer,Chana Orloff,Undirected,1
Marguerite Zorach,Chana Orloff,Undirected,1
Eugenie Gershoy,Chana Orloff,Undirected,1
Loren MacIver,Chana Orloff,Undirected,1
Minna R. Harkavy,Chana Orloff,Undirected,1
Lily Cushing,Chana Orloff,Undirected,1
Frida Kahlo,Chana Orloff,Undirected,1
Alice Boughton,Chana Orloff,Undirected,1
Leonora Carrington,Chana Orloff,Undirected,1
Lotte Jacobi,Chana Orloff,Undirected,1
Elsa Schmid,Chana Orloff,Undirected,1
Marie Laurencin,Elsa Schmid,Undirected,2
Peggy Bacon,Elsa Schmid,Undirected,1
Concetta Scaravaglione,Elsa Schmid,Undirected,2
Georgia O'Keeffe,Elsa Schmid,Undirected,2
Anna Glenny,Elsa Schmid,Undirected,1
Berenice Abbott,Elsa Schmid,Undirected,1
Gertrude Vanderbilt Whitney,Elsa Schmid,Undirected,1
Kathe Kollwitz,Elsa Schmid,Undirected,1
Katherine S. Dreier,Elsa Schmid,Undirected,1
Florine Stettheimer,Elsa Schmid,Undirected,2
Marguerite Zorach,Elsa Schmid,Undirected,1
Eugenie Gershoy,Elsa Schmid,Undirected,1
Loren MacIver,Elsa Schmid,Undirected,2
Barbara Hepworth,Elsa Schmid,Undirected,1
Minna R. Harkavy,Elsa Schmid,Undirected,1
Lily Cushing,Elsa Schmid,Undirected,1
Frida Kahlo,Elsa Schmid,Undirected,4
Irene Rice Pereira,Elsa Schmid,Undirected,3
Toni Hughes,Elsa Schmid,Undirected,1
Alice Boughton,Elsa Schmid,Undirected,1
Leonora Carrington,Elsa Schmid,Undirected,1
Lotte Jacobi,Elsa Schmid,Undirected,1
Chana Orloff,Elsa Schmid,Undirected,1
Amelia Pelaez del Casal,Elsa Schmid,Undirected,4
Anne Ryan,Elsa Schmid,Undirected,1
Honore Sharrer,Elsa Schmid,Undirected,1
Fannie Hillsmith,Elsa Schmid,Undirected,1
Hedda Sterne,Elsa Schmid,Undirected,1
Camille Bryen,Elsa Schmid,Undirected,1
Jeanne Reynal,Elsa Schmid,Undirected,1
Ruth Vollmer,Elsa Schmid,Undirected,1
Grace Hartigan,Elsa Schmid,Undirected,1
Maria Helena Vieira da Silva,Elsa Schmid,Undirected,1
Clara McDonald Williamson,Elsa Schmid,Undirected,1
Gwen John,Elsa Schmid,Undirected,1
Frida Kahlo,Olga Anhalzer-Fisch,Undirected,1
Maria Martins,Olga Anhalzer-Fisch,Undirected,1
Edith Behring,Olga Anhalzer-Fisch,Undirected,1
Norah Borges De Torre,Olga Anhalzer-Fisch,Undirected,1
Clara Carrie,Olga Anhalzer-Fisch,Undirected,1
Teresa Carvallo,Olga Anhalzer-Fisch,Undirected,1
Julia Codesido,Olga Anhalzer-Fisch,Undirected,1
Olga Costa,Olga Anhalzer-Fisch,Undirected,1
Nelida Demichelis,Olga Anhalzer-Fisch,Undirected,1
Raquel Forner,Olga Anhalzer-Fisch,Undirected,1
Maria Catalina Otero Lamas,Olga Anhalzer-Fisch,Undirected,1
Amelia Pelaez del Casal,Olga Anhalzer-Fisch,Undirected,1
Georgette Pinet,Olga Anhalzer-Fisch,Undirected,1
Aida Vaisman,Olga Anhalzer-Fisch,Undirected,1
Frida Kahlo,Edith Behring,Undirected,1
Maria Martins,Edith Behring,Undirected,1
Olga Anhalzer-Fisch,Edith Behring,Undirected,1
Norah Borges De Torre,Edith Behring,Undirected,1
Clara Carrie,Edith Behring,Undirected,1
Teresa Carvallo,Edith Behring,Undirected,1
Julia Codesido,Edith Behring,Undirected,1
Olga Costa,Edith Behring,Undirected,1
Nelida Demichelis,Edith Behring,Undirected,1
Raquel Forner,Edith Behring,Undirected,1
Maria Catalina Otero Lamas,Edith Behring,Undirected,1
Amelia Pelaez del Casal,Edith Behring,Undirected,1
Georgette Pinet,Edith Behring,Undirected,1
Aida Vaisman,Edith Behring,Undirected,1
Frida Kahlo,Norah Borges De Torre,Undirected,1
Maria Martins,Norah Borges De Torre,Undirected,1
Olga Anhalzer-Fisch,Norah Borges De Torre,Undirected,1
Edith Behring,Norah Borges De Torre,Undirected,1
Clara Carrie,Norah Borges De Torre,Undirected,1
Teresa Carvallo,Norah Borges De Torre,Undirected,1
Julia Codesido,Norah Borges De Torre,Undirected,1
Olga Costa,Norah Borges De Torre,Undirected,1
Nelida Demichelis,Norah Borges De Torre,Undirected,1
Raquel Forner,Norah Borges De Torre,Undirected,1
Maria Catalina Otero Lamas,Norah Borges De Torre,Undirected,1
Amelia Pelaez del Casal,Norah Borges De Torre,Undirected,1
Georgette Pinet,Norah Borges De Torre,Undirected,1
Aida Vaisman,Norah Borges De Torre,Undirected,1
Frida Kahlo,Clara Carrie,Undirected,1
Maria Martins,Clara Carrie,Undirected,1
Olga Anhalzer-Fisch,Clara Carrie,Undirected,1
Edith Behring,Clara Carrie,Undirected,1
Norah Borges De Torre,Clara Carrie,Undirected,1
Teresa Carvallo,Clara Carrie,Undirected,1
Julia Codesido,Clara Carrie,Undirected,1
Olga Costa,Clara Carrie,Undirected,1
Nelida Demichelis,Clara Carrie,Undirected,1
Raquel Forner,Clara Carrie,Undirected,1
Maria Catalina Otero Lamas,Clara Carrie,Undirected,1
Amelia Pelaez del Casal,Clara Carrie,Undirected,1
Georgette Pinet,Clara Carrie,Undirected,1
Aida Vaisman,Clara Carrie,Undirected,1
Frida Kahlo,Teresa Carvallo,Undirected,1
Maria Martins,Teresa Carvallo,Undirected,1
Olga Anhalzer-Fisch,Teresa Carvallo,Undirected,1
Edith Behring,Teresa Carvallo,Undirected,1
Norah Borges De Torre,Teresa Carvallo,Undirected,1
Clara Carrie,Teresa Carvallo,Undirected,1
Julia Codesido,Teresa Carvallo,Undirected,1
Olga Costa,Teresa Carvallo,Undirected,1
Nelida Demichelis,Teresa Carvallo,Undirected,1
Raquel Forner,Teresa Carvallo,Undirected,1
Maria Catalina Otero Lamas,Teresa Carvallo,Undirected,1
Amelia Pelaez del Casal,Teresa Carvallo,Undirected,1
Georgette Pinet,Teresa Carvallo,Undirected,1
Aida Vaisman,Teresa Carvallo,Undirected,1
Frida Kahlo,Julia Codesido,Undirected,1
Maria Martins,Julia Codesido,Undirected,1
Olga Anhalzer-Fisch,Julia Codesido,Undirected,1
Edith Behring,Julia Codesido,Undirected,1
Norah Borges De Torre,Julia Codesido,Undirected,1
Clara Carrie,Julia Codesido,Undirected,1
Teresa Carvallo,Julia Codesido,Undirected,1
Olga Costa,Julia Codesido,Undirected,1
Nelida Demichelis,Julia Codesido,Undirected,1
Raquel Forner,Julia Codesido,Undirected,1
Maria Catalina Otero Lamas,Julia Codesido,Undirected,1
Amelia Pelaez del Casal,Julia Codesido,Undirected,1
Georgette Pinet,Julia Codesido,Undirected,1
Aida Vaisman,Julia Codesido,Undirected,1
Frida Kahlo,Olga Costa,Undirected,1
Maria Martins,Olga Costa,Undirected,1
Olga Anhalzer-Fisch,Olga Costa,Undirected,1
Edith Behring,Olga Costa,Undirected,1
Norah Borges De Torre,Olga Costa,Undirected,1
Clara Carrie,Olga Costa,Undirected,1
Teresa Carvallo,Olga Costa,Undirected,1
Julia Codesido,Olga Costa,Undirected,1
Nelida Demichelis,Olga Costa,Undirected,1
Raquel Forner,Olga Costa,Undirected,1
Maria Catalina Otero Lamas,Olga Costa,Undirected,1
Amelia Pelaez del Casal,Olga Costa,Undirected,1
Georgette Pinet,Olga Costa,Undirected,1
Aida Vaisman,Olga Costa,Undirected,1
Frida Kahlo,Nelida Demichelis,Undirected,1
Maria Martins,Nelida Demichelis,Undirected,1
Olga Anhalzer-Fisch,Nelida Demichelis,Undirected,1
Edith Behring,Nelida Demichelis,Undirected,1
Norah Borges De Torre,Nelida Demichelis,Undirected,1
Clara Carrie,Nelida Demichelis,Undirected,1
Teresa Carvallo,Nelida Demichelis,Undirected,1
Julia Codesido,Nelida Demichelis,Undirected,1
Olga Costa,Nelida Demichelis,Undirected,1
Raquel Forner,Nelida Demichelis,Undirected,1
Maria Catalina Otero Lamas,Nelida Demichelis,Undirected,1
Amelia Pelaez del Casal,Nelida Demichelis,Undirected,1
Georgette Pinet,Nelida Demichelis,Undirected,1
Aida Vaisman,Nelida Demichelis,Undirected,1
Georgia O'Keeffe,Raquel Forner,Undirected,1
Frida Kahlo,Raquel Forner,Undirected,1
Maria Martins,Raquel Forner,Undirected,1
Olga Anhalzer-Fisch,Raquel Forner,Undirected,1
Edith Behring,Raquel Forner,Undirected,1
Norah Borges De Torre,Raquel Forner,Undirected,1
Clara Carrie,Raquel Forner,Undirected,1
Teresa Carvallo,Raquel Forner,Undirected,1
Julia Codesido,Raquel Forner,Undirected,1
Olga Costa,Raquel Forner,Undirected,1
Nelida Demichelis,Raquel Forner,Undirected,1
Maria Catalina Otero Lamas,Raquel Forner,Undirected,1
Amelia Pelaez del Casal,Raquel Forner,Undirected,1
Georgette Pinet,Raquel Forner,Undirected,1
Aida Vaisman,Raquel Forner,Undirected,1
Frida Kahlo,Maria Catalina Otero Lamas,Undirected,1
Maria Martins,Maria Catalina Otero Lamas,Undirected,1
Olga Anhalzer-Fisch,Maria Catalina Otero Lamas,Undirected,1
Edith Behring,Maria Catalina Otero Lamas,Undirected,1
Norah Borges De Torre,Maria Catalina Otero Lamas,Undirected,1
Clara Carrie,Maria Catalina Otero Lamas,Undirected,1
Teresa Carvallo,Maria Catalina Otero Lamas,Undirected,1
Julia Codesido,Maria Catalina Otero Lamas,Undirected,1
Olga Costa,Maria Catalina Otero Lamas,Undirected,1
Nelida Demichelis,Maria Catalina Otero Lamas,Undirected,1
Raquel Forner,Maria Catalina Otero Lamas,Undirected,1
Amelia Pelaez del Casal,Maria Catalina Otero Lamas,Undirected,1
Georgette Pinet,Maria Catalina Otero Lamas,Undirected,1
Aida Vaisman,Maria Catalina Otero Lamas,Undirected,1
Marie Laurencin,Amelia Pelaez del Casal,Undirected,2
Peggy Bacon,Amelia Pelaez del Casal,Undirected,2
Georgia O'Keeffe,Amelia Pelaez del Casal,Undirected,4
Renee Sintenis,Amelia Pelaez del Casal,Undirected,1
Katherine S. Dreier,Amelia Pelaez del Casal,Undirected,1
Marguerite Zorach,Amelia Pelaez del Casal,Undirected,1
Loren MacIver,Amelia Pelaez del Casal,Undirected,2
Minna R. Harkavy,Amelia Pelaez del Casal,Undirected,1
Frida Kahlo,Amelia Pelaez del Casal,Undirected,4
Irene Rice Pereira,Amelia Pelaez del Casal,Undirected,5
Toni Hughes,Amelia Pelaez del Casal,Undirected,1
Maria Martins,Amelia Pelaez del Casal,Undirected,3
Elsa Schmid,Amelia Pelaez del Casal,Undirected,4
Olga Anhalzer-Fisch,Amelia Pelaez del Casal,Undirected,1
Edith Behring,Amelia Pelaez del Casal,Undirected,1
Norah Borges De Torre,Amelia Pelaez del Casal,Undirected,1
Clara Carrie,Amelia Pelaez del Casal,Undirected,1
Teresa Carvallo,Amelia Pelaez del Casal,Undirected,1
Julia Codesido,Amelia Pelaez del Casal,Undirected,1
Olga Costa,Amelia Pelaez del Casal,Undirected,1
Nelida Demichelis,Amelia Pelaez del Casal,Undirected,1
Raquel Forner,Amelia Pelaez del Casal,Undirected,1
Maria Catalina Otero Lamas,Amelia Pelaez del Casal,Undirected,1
Georgette Pinet,Amelia Pelaez del Casal,Undirected,1
Aida Vaisman,Amelia Pelaez del Casal,Undirected,1
Anne Ryan,Amelia Pelaez del Casal,Undirected,1
Mary Callery,Amelia Pelaez del Casal,Undirected,1
Dorothy Hood,Amelia Pelaez del Casal,Undirected,2
Honore Sharrer,Amelia Pelaez del Casal,Undirected,2
Fannie Hillsmith,Amelia Pelaez del Casal,Undirected,1
Hedda Sterne,Amelia Pelaez del Casal,Undirected,1
Jeanne Reynal,Amelia Pelaez del Casal,Undirected,1
Ruth Vollmer,Amelia Pelaez del Casal,Undirected,1
Carmen L. Cicero,Amelia Pelaez del Casal,Undirected,1
Jane Poupelet,Amelia Pelaez del Casal,Undirected,1
Grace Hartigan,Amelia Pelaez del Casal,Undirected,1
Maria Helena Vieira da Silva,Amelia Pelaez del Casal,Undirected,1
Clara McDonald Williamson,Amelia Pelaez del Casal,Undirected,1
Gego (Gertrud Goldschmidt),Amelia Pelaez del Casal,Undirected,1
Noemi Gerstein,Amelia Pelaez del Casal,Undirected,1
Frida Kahlo,Georgette Pinet,Undirected,1
Maria Martins,Georgette Pinet,Undirected,1
Olga Anhalzer-Fisch,Georgette Pinet,Undirected,1
Edith Behring,Georgette Pinet,Undirected,1
Norah Borges De Torre,Georgette Pinet,Undirected,1
Clara Carrie,Georgette Pinet,Undirected,1
Teresa Carvallo,Georgette Pinet,Undirected,1
Julia Codesido,Georgette Pinet,Undirected,1
Olga Costa,Georgette Pinet,Undirected,1
Nelida Demichelis,Georgette Pinet,Undirected,1
Raquel Forner,Georgette Pinet,Undirected,1
Maria Catalina Otero Lamas,Georgette Pinet,Undirected,1
Amelia Pelaez del Casal,Georgette Pinet,Undirected,1
Aida Vaisman,Georgette Pinet,Undirected,1
Frida Kahlo,Aida Vaisman,Undirected,1
Maria Martins,Aida Vaisman,Undirected,1
Olga Anhalzer-Fisch,Aida Vaisman,Undirected,1
Edith Behring,Aida Vaisman,Undirected,1
Norah Borges De Torre,Aida Vaisman,Undirected,1
Clara Carrie,Aida Vaisman,Undirected,1
Teresa Carvallo,Aida Vaisman,Undirected,1
Julia Codesido,Aida Vaisman,Undirected,1
Olga Costa,Aida Vaisman,Undirected,1
Nelida Demichelis,Aida Vaisman,Undirected,1
Raquel Forner,Aida Vaisman,Undirected,1
Maria Catalina Otero Lamas,Aida Vaisman,Undirected,1
Amelia Pelaez del Casal,Aida Vaisman,Undirected,1
Georgette Pinet,Aida Vaisman,Undirected,1
Berenice Abbott,Barbara Morgan,Undirected,7
Hannah Hoch,Barbara Morgan,Undirected,1
Margaret Bourke-White,Barbara Morgan,Undirected,4
Julia Margaret Cameron,Barbara Morgan,Undirected,4
Imogen Cunningham,Barbara Morgan,Undirected,4
Louise Dahl-Wolfe,Barbara Morgan,Undirected,1
Gertrude Kaseebier,Barbara Morgan,Undirected,3
Rogi Andre (Rozsa Klein),Barbara Morgan,Undirected,1
Ylla,Barbara Morgan,Undirected,2
Dorothea Lange,Barbara Morgan,Undirected,5
Ruth Bernhard,Barbara Morgan,Undirected,1
Helen Levitt,Barbara Morgan,Undirected,9
Lisette Model,Barbara Morgan,Undirected,9
Dorothy Norman,Barbara Morgan,Undirected,1
Marjory Collins,Barbara Morgan,Undirected,1
Alma R. Lavenson,Barbara Morgan,Undirected,1
Lotte Jacobi,Barbara Morgan,Undirected,6
Maya Deren,Barbara Morgan,Undirected,1
Consuelo Kanaga,Barbara Morgan,Undirected,5
Marion Palfi,Barbara Morgan,Undirected,4
Tina Modotti,Barbara Morgan,Undirected,3
Toni Frissell,Barbara Morgan,Undirected,1
Lisa Larsen,Barbara Morgan,Undirected,1
Ruth Orkin,Barbara Morgan,Undirected,2
Musya Sheeler,Barbara Morgan,Undirected,1
Diane Arbus,Barbara Morgan,Undirected,2
Susan Weil,Barbara Morgan,Undirected,1
Nina Leen,Barbara Morgan,Undirected,1
Mary Ann Dorr,Barbara Morgan,Undirected,2
Emmy Andriesse,Barbara Morgan,Undirected,2
Eva Besnyo,Barbara Morgan,Undirected,1
Caroline Hebbe-Hammarskiold,Barbara Morgan,Undirected,1
Sabine Weiss,Barbara Morgan,Undirected,2
Lola Alvarez Bravo,Barbara Morgan,Undirected,1
Nell Dorr,Barbara Morgan,Undirected,4
Doris Ulmann,Barbara Morgan,Undirected,1
Carmel E. Vitullo,Barbara Morgan,Undirected,2
Hajime Daito,Barbara Morgan,Undirected,1
Hajime Ohigashi,Barbara Morgan,Undirected,1
Ann Zane Shanks,Barbara Morgan,Undirected,1
Naomi Siegler,Barbara Morgan,Undirected,1
Elizabeth Statler,Barbara Morgan,Undirected,1
Claudia Andujar,Barbara Morgan,Undirected,2
Ann Parker,Barbara Morgan,Undirected,2
Georgia O'Keeffe,Elizabeth Sparhawk-Jones,Undirected,1
Loren MacIver,Elizabeth Sparhawk-Jones,Undirected,2
Maria Martins,Elizabeth Sparhawk-Jones,Undirected,1
Lilly Martin Spencer,Elizabeth Sparhawk-Jones,Undirected,1
Julia Thecla,Elizabeth Sparhawk-Jones,Undirected,1
Gwen John,Elizabeth Sparhawk-Jones,Undirected,1
Kirsten Kraa,Elizabeth Sparhawk-Jones,Undirected,1
Alice Neel,Elizabeth Sparhawk-Jones,Undirected,1
Grazia Varisco,Elizabeth Sparhawk-Jones,Undirected,1
Georgia O'Keeffe,Lilly Martin Spencer,Undirected,1
Loren MacIver,Lilly Martin Spencer,Undirected,1
Elizabeth Sparhawk-Jones,Lilly Martin Spencer,Undirected,1
Julia Thecla,Lilly Martin Spencer,Undirected,1
Georgia O'Keeffe,Julia Thecla,Undirected,1
Loren MacIver,Julia Thecla,Undirected,1
Elizabeth Sparhawk-Jones,Julia Thecla,Undirected,1
Lilly Martin Spencer,Julia Thecla,Undirected,1
Marie Laurencin,Suzanne Valadon,Undirected,1
Peggy Bacon,Suzanne Valadon,Undirected,2
Georgia O'Keeffe,Suzanne Valadon,Undirected,1
Mary Cassatt,Suzanne Valadon,Undirected,4
Natalia Goncharova,Suzanne Valadon,Undirected,3
Kathe Kollwitz,Suzanne Valadon,Undirected,2
Alexandra Exter,Suzanne Valadon,Undirected,1
Lyubov Popova,Suzanne Valadon,Undirected,1
Hannah Hoch,Suzanne Valadon,Undirected,2
Sophie Taeuber-Arp,Suzanne Valadon,Undirected,1
Irene Rice Pereira,Suzanne Valadon,Undirected,1
Sue Fuller,Suzanne Valadon,Undirected,1
Anne Ryan,Suzanne Valadon,Undirected,1
Louise Bourgeois,Suzanne Valadon,Undirected,1
Minna Citron,Suzanne Valadon,Undirected,1
Hedda Sterne,Suzanne Valadon,Undirected,1
Sonia Delaunay-Terk,Suzanne Valadon,Undirected,2
Lee Krasner,Suzanne Valadon,Undirected,1
Dorothea Rockburne,Suzanne Valadon,Undirected,1
Blythe Bohnen,Suzanne Valadon,Undirected,1
Edda Renouf,Suzanne Valadon,Undirected,1
Sonia Gechtoff,Suzanne Valadon,Undirected,1
Jeanne Mammen,Suzanne Valadon,Undirected,1
Mary Petty,Suzanne Valadon,Undirected,1
Susan Rothenberg,Suzanne Valadon,Undirected,1
Vanessa Bell,Suzanne Valadon,Undirected,1
Andrea Cascella,Suzanne Valadon,Undirected,1
Berenice Abbott,Aino Aalto,Undirected,1
Charlotte Perriand,Aino Aalto,Undirected,1
Anni Albers,Aino Aalto,Undirected,1
Marianne Brandt,Aino Aalto,Undirected,1
Marguerite Wildenhain,Aino Aalto,Undirected,1
